customer_id,txn_date,cumulative_balance,simple_growth,compound_growth
2,20/02/2020,549,100.8055,100.8087
2,21/02/2020,549,100.8219,100.8252
2,22/02/2020,549,100.8384,100.8418
2,23/02/2020,549,100.8548,100.8584
2,24/02/2020,549,100.8712,100.875
2,25/02/2020,549,100.8877,100.8915
2,26/02/2020,549,100.9041,100.9081
2,27/02/2020,549,100.9205,100.9247
2,28/02/2020,549,100.937,100.9413
2,29/02/2020,549,100.9534,100.9579
2,01/03/2020,549,100.9699,100.9745
2,02/03/2020,549,100.9863,100.9911
2,03/03/2020,549,101.0027,101.0077
2,04/03/2020,549,101.0192,101.0243
2,05/03/2020,549,101.0356,101.0409
2,06/03/2020,549,101.0521,101.0575
2,07/03/2020,549,101.0685,101.0741
2,08/03/2020,549,101.0849,101.0907
2,09/03/2020,549,101.1014,101.1074
2,10/03/2020,549,101.1178,101.124
2,11/03/2020,549,101.1342,101.1406
2,12/03/2020,549,101.1507,101.1572
2,13/03/2020,549,101.1671,101.1739
2,14/03/2020,549,101.1836,101.1905
2,15/03/2020,549,101.2,101.2071
2,16/03/2020,549,101.2164,101.2238
2,17/03/2020,549,101.2329,101.2404
2,18/03/2020,549,101.2493,101.257
2,19/03/2020,549,101.2658,101.2737
2,20/03/2020,549,101.2822,101.2903
2,21/03/2020,549,101.2986,101.307
2,22/03/2020,549,101.3151,101.3236
2,23/03/2020,549,101.3315,101.3403
2,24/03/2020,610,101.3479,101.357
3,27/01/2020,144,100,100
3,28/01/2020,144,100.0329,100.0329
3,29/01/2020,144,100.0493,100.0493
3,30/01/2020,144,100.0658,100.0658
3,31/01/2020,144,100.0822,100.0822
3,01/02/2020,144,100.0986,100.0987
3,02/02/2020,144,100.1151,100.1151
3,03/02/2020,144,100.1315,100.1316
3,04/02/2020,144,100.1479,100.148
3,05/02/2020,144,100.1644,100.1645
3,06/02/2020,144,100.1808,100.181
3,07/02/2020,144,100.1973,100.1974
3,08/02/2020,144,100.2137,100.2139
3,09/02/2020,144,100.2301,100.2304
3,10/02/2020,144,100.2466,100.2469
3,11/02/2020,144,100.263,100.2633
3,12/02/2020,144,100.2795,100.2798
3,13/02/2020,144,100.2959,100.2963
3,14/02/2020,144,100.3123,100.3128
3,15/02/2020,144,100.3288,100.3293
3,16/02/2020,144,100.3452,100.3458
3,17/02/2020,144,100.3616,100.3623
3,18/02/2020,144,100.3781,100.3788
3,19/02/2020,144,100.3945,100.3953
3,20/02/2020,144,100.411,100.4118
3,21/02/2020,144,100.4274,100.4283
3,22/02/2020,-821,100.4438,100.4448
3,23/02/2020,-821,100.4603,100.4613
3,24/02/2020,-821,100.4767,100.4778
3,25/02/2020,-821,100.4932,100.4943
3,26/02/2020,-821,100.5096,100.5108
3,27/02/2020,-821,100.526,100.5274
3,28/02/2020,-821,100.5425,100.5439
3,29/02/2020,-821,100.5589,100.5604
3,01/03/2020,-821,100.5753,100.577
3,02/03/2020,-821,100.5918,100.5935
3,03/03/2020,-821,100.6082,100.61
3,04/03/2020,-821,100.6247,100.6266
3,05/03/2020,-1034,100.6411,100.6431
3,06/03/2020,-1034,100.6575,100.6596
3,07/03/2020,-1034,100.674,100.6762
3,08/03/2020,-1034,100.6904,100.6927
3,09/03/2020,-1034,100.7068,100.7093
3,10/03/2020,-1034,100.7233,100.7258
3,11/03/2020,-1034,100.7397,100.7424
3,12/03/2020,-1034,100.7562,100.759
3,13/03/2020,-1034,100.7726,100.7755
3,14/03/2020,-1034,100.789,100.7921
3,15/03/2020,-1034,100.8055,100.8087
3,16/03/2020,-1034,100.8219,100.8252
3,17/03/2020,-1034,100.8384,100.8418
3,18/03/2020,-1034,100.8548,100.8584
3,19/03/2020,-1222,100.8712,100.875
3,20/03/2020,-1222,100.8877,100.8915
3,21/03/2020,-1222,100.9041,100.9081
3,22/03/2020,-1222,100.9205,100.9247
3,23/03/2020,-1222,100.937,100.9413
3,24/03/2020,-1222,100.9534,100.9579
3,25/03/2020,-1222,100.9699,100.9745
3,26/03/2020,-1222,100.9863,100.9911
3,27/03/2020,-1222,101.0027,101.0077
3,28/03/2020,-1222,101.0192,101.0243
3,29/03/2020,-1222,101.0356,101.0409
3,30/03/2020,-1222,101.0521,101.0575
3,31/03/2020,-1222,101.0685,101.0741
3,01/04/2020,-1222,101.0849,101.0907
3,02/04/2020,-1222,101.1014,101.1074
3,03/04/2020,-1222,101.1178,101.124
3,04/04/2020,-1222,101.1342,101.1406
3,05/04/2020,-1222,101.1507,101.1572
3,06/04/2020,-1222,101.1671,101.1739
3,07/04/2020,-1222,101.1836,101.1905
3,08/04/2020,-1222,101.2,101.2071
3,09/04/2020,-1222,101.2164,101.2238
3,10/04/2020,-1222,101.2329,101.2404
3,11/04/2020,-1222,101.2493,101.257
3,12/04/2020,-729,101.2658,101.2737
4,07/01/2020,458,100,100
4,08/01/2020,458,100.0329,100.0329
4,09/01/2020,458,100.0493,100.0493
4,10/01/2020,458,100.0658,100.0658
4,11/01/2020,458,100.0822,100.0822
4,12/01/2020,458,100.0986,100.0987
4,13/01/2020,458,100.1151,100.1151
4,14/01/2020,458,100.1315,100.1316
4,15/01/2020,458,100.1479,100.148
4,16/01/2020,458,100.1644,100.1645
4,17/01/2020,458,100.1808,100.181
4,18/01/2020,458,100.1973,100.1974
4,19/01/2020,458,100.2137,100.2139
4,20/01/2020,458,100.2301,100.2304
4,21/01/2020,848,100.2466,100.2469
4,22/01/2020,848,100.263,100.2633
4,23/01/2020,848,100.2795,100.2798
4,24/01/2020,848,100.2959,100.2963
4,25/01/2020,848,100.3123,100.3128
4,26/01/2020,848,100.3288,100.3293
4,27/01/2020,848,100.3452,100.3458
4,28/01/2020,848,100.3616,100.3623
4,29/01/2020,848,100.3781,100.3788
4,30/01/2020,848,100.3945,100.3953
4,31/01/2020,848,100.411,100.4118
4,01/02/2020,848,100.4274,100.4283
4,02/02/2020,848,100.4438,100.4448
4,03/02/2020,848,100.4603,100.4613
4,04/02/2020,848,100.4767,100.4778
4,05/02/2020,848,100.4932,100.4943
4,06/02/2020,848,100.5096,100.5108
4,07/02/2020,848,100.526,100.5274
4,08/02/2020,848,100.5425,100.5439
4,09/02/2020,848,100.5589,100.5604
4,10/02/2020,848,100.5753,100.577
4,11/02/2020,848,100.5918,100.5935
4,12/02/2020,848,100.6082,100.61
4,13/02/2020,848,100.6247,100.6266
4,14/02/2020,848,100.6411,100.6431
4,15/02/2020,848,100.6575,100.6596
4,16/02/2020,848,100.674,100.6762
4,17/02/2020,848,100.6904,100.6927
4,18/02/2020,848,100.7068,100.7093
4,19/02/2020,848,100.7233,100.7258
4,20/02/2020,848,100.7397,100.7424
4,21/02/2020,848,100.7562,100.759
4,22/02/2020,848,100.7726,100.7755
4,23/02/2020,848,100.789,100.7921
4,24/02/2020,848,100.8055,100.8087
4,25/02/2020,848,100.8219,100.8252
4,26/02/2020,848,100.8384,100.8418
4,27/02/2020,848,100.8548,100.8584
4,28/02/2020,848,100.8712,100.875
4,29/02/2020,848,100.8877,100.8915
4,01/03/2020,848,100.9041,100.9081
4,02/03/2020,848,100.9205,100.9247
4,03/03/2020,848,100.937,100.9413
4,04/03/2020,848,100.9534,100.9579
4,05/03/2020,848,100.9699,100.9745
4,06/03/2020,848,100.9863,100.9911
4,07/03/2020,848,101.0027,101.0077
4,08/03/2020,848,101.0192,101.0243
4,09/03/2020,848,101.0356,101.0409
4,10/03/2020,848,101.0521,101.0575
4,11/03/2020,848,101.0685,101.0741
4,12/03/2020,848,101.0849,101.0907
4,13/03/2020,848,101.1014,101.1074
4,14/03/2020,848,101.1178,101.124
4,15/03/2020,848,101.1342,101.1406
4,16/03/2020,848,101.1507,101.1572
4,17/03/2020,848,101.1671,101.1739
4,18/03/2020,848,101.1836,101.1905
4,19/03/2020,848,101.2,101.2071
4,20/03/2020,848,101.2164,101.2238
4,21/03/2020,848,101.2329,101.2404
4,22/03/2020,848,101.2493,101.257
4,23/03/2020,848,101.2658,101.2737
4,24/03/2020,848,101.2822,101.2903
4,25/03/2020,655,101.2986,101.307
5,15/01/2020,974,100,100
5,16/01/2020,974,100.0329,100.0329
5,17/01/2020,974,100.0493,100.0493
5,18/01/2020,974,100.0658,100.0658
5,19/01/2020,974,100.0822,100.0822
5,20/01/2020,974,100.0986,100.0987
5,21/01/2020,974,100.1151,100.1151
5,22/01/2020,974,100.1315,100.1316
5,23/01/2020,974,100.1479,100.148
5,24/01/2020,974,100.1644,100.1645
5,25/01/2020,1780,100.1808,100.181
5,26/01/2020,1780,100.1973,100.1974
5,27/01/2020,1780,100.2137,100.2139
5,28/01/2020,1780,100.2301,100.2304
5,29/01/2020,1780,100.2466,100.2469
5,30/01/2020,1780,100.263,100.2633
5,31/01/2020,954,100.2795,100.2798
5,01/02/2020,954,100.2959,100.2963
5,02/02/2020,954,100.3123,100.3128
5,03/02/2020,954,100.3288,100.3293
5,04/02/2020,954,100.3452,100.3458
5,05/02/2020,954,100.3616,100.3623
5,06/02/2020,954,100.3781,100.3788
5,07/02/2020,954,100.3945,100.3953
5,08/02/2020,954,100.411,100.4118
5,09/02/2020,954,100.4274,100.4283
5,10/02/2020,954,100.4438,100.4448
5,11/02/2020,954,100.4603,100.4613
5,12/02/2020,954,100.4767,100.4778
5,13/02/2020,954,100.4932,100.4943
5,14/02/2020,954,100.5096,100.5108
5,15/02/2020,954,100.526,100.5274
5,16/02/2020,954,100.5425,100.5439
5,17/02/2020,954,100.5589,100.5604
5,18/02/2020,954,100.5753,100.577
5,19/02/2020,954,100.5918,100.5935
5,20/02/2020,954,100.6082,100.61
5,21/02/2020,954,100.6247,100.6266
5,22/02/2020,954,100.6411,100.6431
5,23/02/2020,954,100.6575,100.6596
5,24/02/2020,954,100.674,100.6762
5,25/02/2020,954,100.6904,100.6927
5,26/02/2020,954,100.7068,100.7093
5,27/02/2020,954,100.7233,100.7258
5,28/02/2020,954,100.7397,100.7424
5,29/02/2020,954,100.7562,100.759
5,01/03/2020,954,100.7726,100.7755
5,02/03/2020,68,100.789,100.7921
5,03/03/2020,68,100.8055,100.8087
5,04/03/2020,68,100.8219,100.8252
5,05/03/2020,68,100.8384,100.8418
5,06/03/2020,68,100.8548,100.8584
5,07/03/2020,68,100.8712,100.875
5,08/03/2020,68,100.8877,100.8915
5,09/03/2020,68,100.9041,100.9081
5,10/03/2020,68,100.9205,100.9247
5,11/03/2020,68,100.937,100.9413
5,12/03/2020,68,100.9534,100.9579
5,13/03/2020,68,100.9699,100.9745
5,14/03/2020,68,100.9863,100.9911
5,15/03/2020,68,101.0027,101.0077
5,16/03/2020,68,101.0192,101.0243
5,17/03/2020,68,101.0356,101.0409
5,18/03/2020,68,101.0521,101.0575
5,19/03/2020,786,101.0685,101.0741
5,20/03/2020,786,101.0849,101.0907
5,21/03/2020,786,101.1014,101.1074
5,22/03/2020,786,101.1178,101.124
5,23/03/2020,786,101.1342,101.1406
5,24/03/2020,786,101.1507,101.1572
5,25/03/2020,786,101.1671,101.1739
5,26/03/2020,0,101.1836,101.1905
5,27/03/2020,-288,101.2,101.2071
5,28/03/2020,-288,101.2164,101.2238
5,29/03/2020,-1140,101.2329,101.2404
5,30/03/2020,-1140,101.2493,101.257
5,31/03/2020,-1923,101.2658,101.2737
5,01/04/2020,-1923,101.2822,101.2903
5,02/04/2020,-2413,101.2986,101.307
6,11/01/2020,831,100,100
6,12/01/2020,831,100.0329,100.0329
6,13/01/2020,831,100.0493,100.0493
6,14/01/2020,780,100.0658,100.0658
6,15/01/2020,780,100.0822,100.0822
6,16/01/2020,780,100.0986,100.0987
6,17/01/2020,780,100.1151,100.1151
6,18/01/2020,714,100.1315,100.1316
6,19/01/2020,714,100.1479,100.148
6,20/01/2020,714,100.1644,100.1645
6,21/01/2020,714,100.1808,100.181
6,22/01/2020,714,100.1973,100.1974
6,23/01/2020,714,100.2137,100.2139
6,24/01/2020,714,100.2301,100.2304
6,25/01/2020,1510,100.2466,100.2469
6,26/01/2020,1510,100.263,100.2633
6,27/01/2020,1510,100.2795,100.2798
6,28/01/2020,733,100.2959,100.2963
6,29/01/2020,733,100.3123,100.3128
6,30/01/2020,733,100.3288,100.3293
6,31/01/2020,733,100.3452,100.3458
6,01/02/2020,733,100.3616,100.3623
6,02/02/2020,733,100.3781,100.3788
6,03/02/2020,733,100.3945,100.3953
6,04/02/2020,733,100.411,100.4118
6,05/02/2020,733,100.4274,100.4283
6,06/02/2020,733,100.4438,100.4448
6,07/02/2020,733,100.4603,100.4613
6,08/02/2020,733,100.4767,100.4778
6,09/02/2020,733,100.4932,100.4943
6,10/02/2020,-229,100.5096,100.5108
6,11/02/2020,-229,100.526,100.5274
6,12/02/2020,-229,100.5425,100.5439
6,13/02/2020,-229,100.5589,100.5604
6,14/02/2020,-229,100.5753,100.577
6,15/02/2020,-229,100.5918,100.5935
6,16/02/2020,-229,100.6082,100.61
6,17/02/2020,-229,100.6247,100.6266
6,18/02/2020,-229,100.6411,100.6431
6,19/02/2020,-229,100.6575,100.6596
6,20/02/2020,-229,100.674,100.6762
6,21/02/2020,-229,100.6904,100.6927
6,22/02/2020,-229,100.7068,100.7093
6,23/02/2020,-229,100.7233,100.7258
6,24/02/2020,11,100.7397,100.7424
6,25/02/2020,11,100.7562,100.759
6,26/02/2020,11,100.7726,100.7755
6,27/02/2020,-52,100.789,100.7921
6,28/02/2020,-52,100.8055,100.8087
6,29/02/2020,-52,100.8219,100.8252
6,01/03/2020,-552,100.8384,100.8418
6,02/03/2020,-552,100.8548,100.8584
6,03/03/2020,30,100.8712,100.875
6,04/03/2020,280,100.8877,100.8915
6,05/03/2020,280,100.9041,100.9081
6,06/03/2020,280,100.9205,100.9247
6,07/03/2020,280,100.937,100.9413
6,08/03/2020,280,100.9534,100.9579
6,09/03/2020,280,100.9699,100.9745
6,10/03/2020,899,100.9863,100.9911
6,11/03/2020,899,101.0027,101.0077
6,12/03/2020,899,101.0192,101.0243
6,13/03/2020,899,101.0356,101.0409
6,14/03/2020,899,101.0521,101.0575
6,15/03/2020,1662,101.0685,101.0741
6,16/03/2020,2197,101.0849,101.0907
6,17/03/2020,2197,101.1014,101.1074
6,18/03/2020,2197,101.1178,101.124
6,19/03/2020,2197,101.1342,101.1406
6,20/03/2020,2197,101.1507,101.1572
6,21/03/2020,2197,101.1671,101.1739
6,22/03/2020,2197,101.1836,101.1905
6,23/03/2020,1229,101.2,101.2071
6,24/03/2020,1229,101.2164,101.2238
6,25/03/2020,1229,101.2329,101.2404
6,26/03/2020,745,101.2493,101.257
6,27/03/2020,745,101.2658,101.2737
6,28/03/2020,745,101.2822,101.2903
6,29/03/2020,745,101.2986,101.307
6,30/03/2020,745,101.3151,101.3236
6,31/03/2020,340,101.3315,101.3403
7,20/01/2020,964,100,100
7,21/01/2020,964,100.0329,100.0329
7,22/01/2020,964,100.0493,100.0493
7,23/01/2020,964,100.0658,100.0658
7,24/01/2020,964,100.0822,100.0822
7,25/01/2020,964,100.0986,100.0987
7,26/01/2020,964,100.1151,100.1151
7,27/01/2020,964,100.1315,100.1316
7,28/01/2020,964,100.1479,100.148
7,29/01/2020,964,100.1644,100.1645
7,30/01/2020,964,100.1808,100.181
7,31/01/2020,964,100.1973,100.1974
7,01/02/2020,964,100.2137,100.2139
7,02/02/2020,964,100.2301,100.2304
7,03/02/2020,887,100.2466,100.2469
7,04/02/2020,887,100.263,100.2633
7,05/02/2020,887,100.2795,100.2798
7,06/02/2020,1575,100.2959,100.2963
7,07/02/2020,1575,100.3123,100.3128
7,08/02/2020,1575,100.3288,100.3293
7,09/02/2020,1575,100.3452,100.3458
7,10/02/2020,1575,100.3616,100.3623
7,11/02/2020,1668,100.3781,100.3788
7,12/02/2020,1668,100.3945,100.3953
7,13/02/2020,1668,100.411,100.4118
7,14/02/2020,1668,100.4274,100.4283
7,15/02/2020,1668,100.4438,100.4448
7,16/02/2020,1668,100.4603,100.4613
7,17/02/2020,1668,100.4767,100.4778
7,18/02/2020,1668,100.4932,100.4943
7,19/02/2020,1668,100.5096,100.5108
7,20/02/2020,1668,100.526,100.5274
7,21/02/2020,1668,100.5425,100.5439
7,22/02/2020,2285,100.5589,100.5604
7,23/02/2020,2285,100.5753,100.577
7,24/02/2020,2285,100.5918,100.5935
7,25/02/2020,2285,100.6082,100.61
7,26/02/2020,2285,100.6247,100.6266
7,27/02/2020,2285,100.6411,100.6431
7,28/02/2020,2285,100.6575,100.6596
7,29/02/2020,3173,100.674,100.6762
7,01/03/2020,3173,100.6904,100.6927
7,02/03/2020,3173,100.7068,100.7093
7,03/03/2020,2845,100.7233,100.7258
7,04/03/2020,2816,100.7397,100.7424
7,05/03/2020,2816,100.7562,100.759
7,06/03/2020,2816,100.7726,100.7755
7,07/03/2020,2816,100.789,100.7921
7,08/03/2020,2816,100.8055,100.8087
7,09/03/2020,2816,100.8219,100.8252
7,10/03/2020,3539,100.8384,100.8418
7,11/03/2020,3539,100.8548,100.8584
7,12/03/2020,3539,100.8712,100.875
7,13/03/2020,3539,100.8877,100.8915
7,14/03/2020,3539,100.9041,100.9081
7,15/03/2020,3539,100.9205,100.9247
7,16/03/2020,2577,100.937,100.9413
7,17/03/2020,2577,100.9534,100.9579
7,18/03/2020,2577,100.9699,100.9745
7,19/03/2020,2577,100.9863,100.9911
7,20/03/2020,2577,101.0027,101.0077
7,21/03/2020,2577,101.0192,101.0243
7,22/03/2020,2533,101.0356,101.0409
7,23/03/2020,2533,101.0521,101.0575
7,24/03/2020,2533,101.0685,101.0741
7,25/03/2020,2533,101.0849,101.0907
7,26/03/2020,2533,101.1014,101.1074
7,27/03/2020,2533,101.1178,101.124
7,28/03/2020,2533,101.1342,101.1406
7,29/03/2020,2533,101.1507,101.1572
7,30/03/2020,2533,101.1671,101.1739
7,31/03/2020,2533,101.1836,101.1905
7,01/04/2020,2533,101.2,101.2071
7,02/04/2020,2533,101.2164,101.2238
7,03/04/2020,2533,101.2329,101.2404
7,04/04/2020,2008,101.2493,101.257
7,05/04/2020,2008,101.2658,101.2737
7,06/04/2020,2008,101.2822,101.2903
7,07/04/2020,2008,101.2986,101.307
7,08/04/2020,2008,101.3151,101.3236
7,09/04/2020,2008,101.3315,101.3403
7,10/04/2020,2008,101.3479,101.357
7,11/04/2020,2008,101.3644,101.3736
7,12/04/2020,2008,101.3808,101.3903
7,13/04/2020,2008,101.3973,101.407
7,14/04/2020,2008,101.4137,101.4236
7,15/04/2020,2008,101.4301,101.4403
7,16/04/2020,2008,101.4466,101.457
7,17/04/2020,2623,101.463,101.4736
8,15/01/2020,207,100,100
8,16/01/2020,207,100.0329,100.0329
8,17/01/2020,207,100.0493,100.0493
8,18/01/2020,207,100.0658,100.0658
8,19/01/2020,207,100.0822,100.0822
8,20/01/2020,207,100.0986,100.0987
8,21/01/2020,207,100.1151,100.1151
8,22/01/2020,207,100.1315,100.1316
8,23/01/2020,207,100.1479,100.148
8,24/01/2020,207,100.1644,100.1645
8,25/01/2020,207,100.1808,100.181
8,26/01/2020,207,100.1973,100.1974
8,27/01/2020,207,100.2137,100.2139
8,28/01/2020,-359,100.2301,100.2304
8,29/01/2020,-359,100.2466,100.2469
8,30/01/2020,587,100.263,100.2633
8,31/01/2020,587,100.2795,100.2798
8,01/02/2020,587,100.2959,100.2963
8,02/02/2020,587,100.3123,100.3128
8,03/02/2020,587,100.3288,100.3293
8,04/02/2020,587,100.3452,100.3458
8,05/02/2020,587,100.3616,100.3623
8,06/02/2020,407,100.3781,100.3788
8,07/02/2020,407,100.3945,100.3953
8,08/02/2020,407,100.411,100.4118
8,09/02/2020,407,100.4274,100.4283
8,10/02/2020,407,100.4438,100.4448
8,11/02/2020,407,100.4603,100.4613
8,12/02/2020,407,100.4767,100.4778
8,13/02/2020,407,100.4932,100.4943
8,14/02/2020,407,100.5096,100.5108
8,15/02/2020,407,100.526,100.5274
8,16/02/2020,407,100.5425,100.5439
8,17/02/2020,407,100.5589,100.5604
8,18/02/2020,407,100.5753,100.577
8,19/02/2020,407,100.5918,100.5935
8,20/02/2020,407,100.6082,100.61
8,21/02/2020,407,100.6247,100.6266
8,22/02/2020,407,100.6411,100.6431
8,23/02/2020,407,100.6575,100.6596
8,24/02/2020,407,100.674,100.6762
8,25/02/2020,407,100.6904,100.6927
8,26/02/2020,407,100.7068,100.7093
8,27/02/2020,407,100.7233,100.7258
8,28/02/2020,407,100.7397,100.7424
8,29/02/2020,407,100.7562,100.759
8,01/03/2020,407,100.7726,100.7755
8,02/03/2020,407,100.789,100.7921
8,03/03/2020,407,100.8055,100.8087
8,04/03/2020,407,100.8219,100.8252
8,05/03/2020,1363,100.8384,100.8418
8,06/03/2020,1363,100.8548,100.8584
8,07/03/2020,1363,100.8712,100.875
8,08/03/2020,1363,100.8877,100.8915
8,09/03/2020,1363,100.9041,100.9081
8,10/03/2020,1363,100.9205,100.9247
8,11/03/2020,1363,100.937,100.9413
8,12/03/2020,1363,100.9534,100.9579
8,13/03/2020,1363,100.9699,100.9745
8,14/03/2020,1363,100.9863,100.9911
8,15/03/2020,1363,101.0027,101.0077
8,16/03/2020,1363,101.0192,101.0243
8,17/03/2020,1363,101.0356,101.0409
8,18/03/2020,1363,101.0521,101.0575
8,19/03/2020,1363,101.0685,101.0741
8,20/03/2020,1363,101.0849,101.0907
8,21/03/2020,1363,101.1014,101.1074
8,22/03/2020,1363,101.1178,101.124
8,23/03/2020,1363,101.1342,101.1406
8,24/03/2020,1363,101.1507,101.1572
8,25/03/2020,1363,101.1671,101.1739
8,26/03/2020,1363,101.1836,101.1905
8,27/03/2020,588,101.2,101.2071
8,28/03/2020,410,101.2164,101.2238
8,29/03/2020,410,101.2329,101.2404
8,30/03/2020,-57,101.2493,101.257
8,31/03/2020,-57,101.2658,101.2737
8,01/04/2020,-57,101.2822,101.2903
8,02/04/2020,-57,101.2986,101.307
8,03/04/2020,-57,101.3151,101.3236
8,04/04/2020,-57,101.3315,101.3403
8,05/04/2020,-57,101.3479,101.357
8,06/04/2020,-57,101.3644,101.3736
8,07/04/2020,-57,101.3808,101.3903
8,08/04/2020,-57,101.3973,101.407
8,09/04/2020,-57,101.4137,101.4236
8,10/04/2020,-57,101.4301,101.4403
8,11/04/2020,-380,101.4466,101.457
8,12/04/2020,-380,101.463,101.4736
8,13/04/2020,-1029,101.4795,101.4903
9,21/01/2020,669,100,100
9,22/01/2020,669,100.0329,100.0329
9,23/01/2020,669,100.0493,100.0493
9,24/01/2020,669,100.0658,100.0658
9,25/01/2020,849,100.0822,100.0822
